0200 : 档案配置
0201 : 档案配置
0202 : 手动控制
0203 : 手动控制
0208 : 手动控制
020a : 手动控制
020d : 手动控制
020f : CPR通信
0215 : 时控任务#
0216 : 时控任务#
0301 : 光控任务#
0302 : 光控任务#
0303 : 光控任务#
